extraction_ID,alternative_ID,source,collection_year,collection_month,collection_day,location1,location2,location3,longitude,latitude,sample_type,depth,time_of_day,project,collected_by,extraction_by,extraction_date,plate_or_vial,extraction_plate,extraction_well,dna_conc_ng_uL,additional_metadata,accompanying_data
e00492,,water,2021,6,30,40,,,-152.049,58.278,sample,,12:50,GOA_Pcod,JV,MP,2022_01_13,vial,20_2023,A12,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00493,,water,2021,6,30,42,,,-152.06,58.2678,sample,,15:14,GOA_Pcod,JV,MP,2022_01_13,vial,20_2023,B12,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00494,,water,2021,6,30,42,,,-152.06,58.2678,sample,,15:14,GOA_Pcod,JV,MP,2022_01_13,vial,20_2023,C12,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00495,,water,2021,6,30,42,,,-152.06,58.2678,sample,,15:14,GOA_Pcod,JV,MP,2022_01_13,vial,20_2023,D12,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00496,,water,2021,7,1,43,,,-152.3109,58.1498,sample,,11:51,GOA_Pcod,JV,MP,2022_01_13,vial,20_2023,E12,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00497,,water,2021,7,1,43,,,-152.3109,58.1498,sample,,11:51,GOA_Pcod,JV,MP,2022_01_13,vial,20_2023,F12,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00498,,water,2021,7,1,43,,,-152.3109,58.1498,sample,,11:51,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,A01,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00499,,water,2021,7,1,44,,,-152.327,58.1537,sample,,12:30,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,B01,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00500,,water,2021,7,1,44,,,-152.327,58.1537,sample,,12:30,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,C01,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00501,,water,2021,7,1,44,,,-152.327,58.1537,sample,,12:30,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,D01,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00502,,water,2021,7,1,45,,,-152.324,58.1509,sample,,13:23,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,E01,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00503,,water,2021,7,1,45,,,-152.324,58.1509,sample,,13:23,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,F01,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00504,,water,2021,7,1,45,,,-152.324,58.1509,sample,,13:23,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,G01,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00505,,water,2021,7,1,46,,,-152.323,58.1507,sample,,13:54,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,H01,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00506,,water,2021,7,1,46,,,-152.323,58.1507,sample,,13:54,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,A02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00507,,water,2021,7,1,46,,,-152.323,58.1507,sample,,13:54,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,B02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00508,,water,2021,7,2,48,,,-152.361,58.2017,sample,,13:39,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,C02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00509,,water,2021,7,2,48,,,-152.361,58.2017,sample,,13:39,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,D02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00510,,water,2021,7,2,48,,,-152.361,58.2017,sample,,13:39,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,E02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00511,,water,2021,7,2,NA,,,NA,NA,field_blank,,NA,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,F02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00512,,water,2021,7,2,NA,,,NA,NA,field_blank,,NA,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,G02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00513,,water,2021,7,2,NA,,,NA,NA,field_blank,,NA,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,H02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00514,,water,,,,,,,,,extraction_blank,,,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,A03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00515,,water,2021,7,2,49,,,-152.358,58.1963,sample,,14:58,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,B03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00516,,water,2021,7,2,49,,,-152.358,58.1963,sample,,14:58,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,C03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00517,,water,2021,7,2,49,,,-152.358,58.1963,sample,,14:58,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,D03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00518,,water,2021,7,4,50,,,-154.532,58.0847,sample,,16:39,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,E03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00519,,water,2021,7,4,50,,,-154.532,58.0847,sample,,16:39,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,F03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00520,,water,2021,7,4,50,,,-154.532,58.0847,sample,,16:39,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,G03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00521,,water,2021,7,4,51,,,-154.532,58.0788,sample,,17:40,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,H03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00522,,water,2021,7,4,51,,,-154.532,58.0788,sample,,17:40,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,A04,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00523,,water,2021,7,4,51,,,-154.532,58.0788,sample,,17:40,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,B04,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00524,,water,2021,7,5,52,,,-154.528,58.099,sample,,5:29,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,C04,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00525,,water,2021,7,5,52,,,-154.528,58.099,sample,,5:29,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,D04,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00526,,water,2021,7,5,52,,,-154.528,58.099,sample,,5:29,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,E04,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00527,,water,2021,7,5,53,,,-154.547,58.0873,sample,,6:27,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,F04,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00528,,water,2021,7,5,53,,,-154.547,58.0873,sample,,6:27,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,G04,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00529,,water,2021,7,5,53,,,-154.547,58.0873,sample,,6:27,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,H04,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00530,,water,2021,7,6,54,,,-155.305,57.7919,sample,,6:39,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,A05,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00531,,water,2021,7,6,54,,,-155.305,57.7919,sample,,6:39,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,B05,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00532,,water,2021,7,6,54,,,-155.305,57.7919,sample,,6:39,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,C05,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00533,,water,2021,7,7,55,,,-156.472,57.1141,sample,,8:56,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,D05,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00534,,water,2021,7,7,55,,,-156.472,57.1141,sample,,8:56,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,E05,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00535,,water,2021,7,7,55,,,-156.472,57.1141,sample,,8:56,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,F05,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00536,,water,2021,7,7,56,,,-156.449,57.1102,sample,,9:55,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,G05,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00537,,water,2021,7,7,56,,,-156.449,57.1102,sample,,9:55,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,H05,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00538,,water,2021,7,7,56,,,-156.449,57.1102,sample,,9:55,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,A06,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00539,,water,2021,7,7,57,,,-156.465,57.1203,sample,,10:57,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,B06,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00540,,water,2021,7,7,57,,,-156.465,57.1203,sample,,10:57,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,C06,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00541,,water,2021,7,7,57,,,-156.465,57.1203,sample,,10:57,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,D06,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00542,,water,2021,7,7,58,,,-157.235,56.5777,sample,,20:57,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,E06,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00543,,water,2021,7,7,58,,,-157.235,56.5777,sample,,20:57,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,F06,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00544,,water,2021,7,7,58,,,-157.235,56.5777,sample,,20:57,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,G06,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00545,,water,2021,7,7,59,,,-157.242,56.5811,sample,,21:33,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,A07,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00546,,water,2021,7,7,59,,,-157.242,56.5811,sample,,21:33,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,B07,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00547,,water,2021,7,7,59,,,-157.242,56.5811,sample,,21:33,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,C07,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00548,,water,2021,7,9,NA,opportunistic,,-157.2351,56.5777,sample,,7:48,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,D07,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00549,,water,2021,7,9,NA,opportunistic,,-157.2351,56.5777,sample,,7:48,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,E07,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00550,,water,2021,7,9,NA,opportunistic,,-157.2351,56.5777,sample,,7:48,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,F07,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00551,,water,2021,7,9,60,,,-159.298,54.9205,sample,,8:20,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,G07,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00552,,water,2021,7,9,60,,,-159.298,54.9205,sample,,8:20,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,H07,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00553,,water,2021,7,9,60,,,-159.298,54.9205,sample,,8:20,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,A08,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00554,,water,2021,7,9,NA,associated with camera,,NA,NA,sample,,18:59,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,B08,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00555,,water,2021,7,9,NA,associated with camera,,NA,NA,sample,,18:59,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,C08,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00556,,water,2021,7,9,NA,associated with camera,,NA,NA,sample,,18:59,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,D08,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00557,,water,2021,7,9,61,,,-159.39,55.043,sample,,20:08,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,E08,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00558,,water,2021,7,9,61,,,-159.39,55.043,sample,,20:08,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,F08,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00559,,water,2021,7,9,61,,,-159.39,55.043,sample,,20:08,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,G08,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00560,,water,2021,7,10,62,,,-159.527,55.1472,sample,,13:23,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,H08,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00561,,water,2021,7,10,62,,,-159.527,55.1472,sample,,13:23,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,A09,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00562,,water,,,,,,,NA,NA,extraction_blank,,,GOA_Pcod,JV,MP,2022_01_13,vial,21_2023,B09,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00563,,water,2021,7,10,62,,,-159.527,55.1472,sample,,13:23,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,A02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00564,,water,2021,7,10,63,,,-159.517,55.1705,sample,,16:26,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,B02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00565,,water,2021,7,10,63,,,-159.517,55.1705,sample,,16:26,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,C02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00566,,water,2021,7,10,63,,,-159.517,55.1705,sample,,16:26,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,D02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00567,,water,2021,7,10,NA,associated with camera,,NA,NA,sample,,16:53,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,E02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00568,,water,2021,7,10,NA,associated with camera,,NA,NA,sample,,16:53,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,F02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00569,,water,2021,7,10,NA,associated with camera,,NA,NA,sample,,16:53,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,G02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00570,,water,2021,7,11,64,,,-159.405,55.0332,sample,,8:38,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,H02,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00571,,water,2021,7,11,64,,,-159.405,55.0332,sample,,8:38,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,A03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00572,,water,2021,7,11,64,,,-159.405,55.0332,sample,,8:38,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,B03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00573,,water,2021,7,11,NA,opportunistic,,NA,NA,sample,,10:17,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,C03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00574,,water,2021,7,11,NA,opportunistic,,NA,NA,sample,,10:17,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,D03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00575,,water,2021,7,11,NA,opportunistic,,NA,NA,sample,,10:17,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,E03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00576,,water,2021,7,11,65,,,-159.602,55.0846,sample,,13:25,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,F03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00577,,water,2021,7,11,65,,,-159.602,55.0846,sample,,13:25,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,G03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00578,,water,2021,7,11,65,,,-159.602,55.0846,sample,,13:25,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,H03,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
e00579,,water,2021,7,11,NA,associated with camera,,NA,NA,sample,,13:49,GOA_Pcod,JV,MP,2022_02_23,plate,2_2022,A04,,https://docs.google.com/spreadsheets/d/1a6Zj9YqAtdeAWjgPbMHsi9708Gae-Acf/edit?usp=sharing&ouid=102569603400220961523&rtpof=true&sd=true,
